FROM STATION ID,Station Name,Total Docks,Docks in Service,Status,Latitude,Longitude,Location,ZIP
594,Western Blvd & 48th Pl,11,11,In Service,41.805661,-87.683392,"(41.805661, -87.683392)",60609
551,Hoyne Ave & 47th St,11,11,In Service,41.808227,-87.67718,"(41.808227, -87.67718)",60609
552,Ashland Ave & McDowell Ave,11,11,In Service,41.80887,-87.66454,"(41.80887, -87.66454)",60609
548,Morgan St & Pershing Rd,7,7,In Service,41.823613,-87.650931,"(41.823613, -87.650931)",60609
555,Ashland Ave & 50th St,11,11,In Service,41.803023,-87.664699,"(41.803023, -87.664699)",60609
559,Racine Ave & Garfield Blvd,11,11,In Service,41.794228,-87.655073,"(41.794228, -87.655073)",60636
554,Damen Ave & 51st St,7,7,In Service,41.800908,-87.674684,"(41.800908, -87.674684)",60609
542,Central Ave & Madison St,11,11,In Service,41.880121,-87.763238,"(41.880121, -87.763238)",60644
565,Ashland Ave & 66th St,7,7,In Service,41.774074,-87.663815,"(41.774074, -87.663815)",60636
572,State St & 76th St,11,11,In Service,41.756971,-87.624621,"(41.756971, -87.624621)",60619
556,Throop St & 52nd St,7,7,In Service,41.799659,-87.657195,"(41.799659, -87.657195)",60609
563,Ashland Ave & 63rd St,11,11,In Service,41.779374,-87.664843,"(41.779374, -87.664843)",60636
568,Vincennes Ave & 75th St,7,7,In Service,41.75797,-87.63121,"(41.75797, -87.63121)",60621
558,Ashland Ave & Garfield Blvd,11,11,In Service,41.792822,-87.664429,"(41.792822, -87.664429)",60636
553,Elizabeth St & 47th St,11,11,In Service,41.80839,-87.656526,"(41.80839, -87.656526)",60609
618,,,,,,,,
616,,,,,,,,
561,Damen Ave & 59th St,11,11,In Service,41.78586107,-87.67414391,"(41.785861065132, -87.67414391040802)",60636
560,Marshfield Ave & 59th St,11,11,In Service,41.786833,-87.666215,"(41.786833, -87.666215)",60636
615,,,,,,,,
613,,,,,,,,
614,,,,,,,,
617,,,,,,,,
597,Chicago Ave & Washington St,15,15,In Service,42.032562,-87.679101,"(42.032562, -87.679101)",60202
600,Dodge Ave & Church St,15,15,In Service,42.048308,-87.698224,"(42.048308, -87.698224)",60201
596,Benson Ave & Church St,15,15,In Service,42.048214,-87.683485,"(42.048214, -87.683485)",60201
566,Damen Ave & 74th St,11,11,In Service,41.75927404,-87.67363429,"(41.759274039331224, -87.67363429069519)",60636
601,Central St Metra,15,15,In Service,42.063598,-87.69873,"(42.063598, -87.69873)",60201
609,,,,,,,,
611,,,,,,,,
610,,,,,,,,
607,,,,,,,,
564,Racine Ave & 65th St,11,11,In Service,41.775393,-87.654308,"(41.775393, -87.654308)",60636
604,Sheridan Rd & Noyes St (NU),15,15,In Service,42.058239,-87.677432,"(42.058239, -87.677432)",60208
603,Chicago Ave & Sheridan Rd,15,15,In Service,42.050491,-87.677821,"(42.050491, -87.677821)",60208
598,Elmwood Ave & Austin St,15,15,In Service,42.025784,-87.684107,"(42.025784, -87.684107)",60202
605,University Library (NU),15,15,In Service,42.052939,-87.673447,"(42.052939, -87.673447)",60208
599,Valli Produce - Evanston Plaza,15,15,In Service,42.039742,-87.699413,"(42.039742, -87.699413)",60202
608,,,,,,,,
606,,,,,,,,
520,Greenview Ave & Jarvis Ave,19,19,In Service,42.015962,-87.66857,"(42.015962, -87.66857)",60626
519,Wolcott Ave & Fargo Ave,11,11,In Service,42.016977,-87.677725,"(42.016977, -87.677725)",60626
523,Eastlake Ter & Rogers Ave,15,15,In Service,42.02088728,-87.66505793,"(42.0208872805206, -87.66505792737007)",60626
522,Bosworth Ave & Howard St,11,11,In Service,42.019537,-87.669563,"(42.019537, -87.669563)",60626
602,Central St & Girard Ave,15,15,In Service,42.064313,-87.686152,"(42.064313, -87.686152)",60201
525,Glenwood Ave & Touhy Ave,15,15,In Service,42.012701,-87.666058,"(42.012701, -87.666058)",60626
515,Paulina St & Howard St,19,19,In Service,42.019159,-87.673573,"(42.019159, -87.673573)",60626
517,Clark St & Jarvis Ave,11,11,In Service,42.015963,-87.675005,"(42.015963, -87.675005)",60626
527,Western Ave & Howard St,15,15,In Service,42.018901,-87.690048,"(42.018901, -87.690048)",60645
405,Wentworth Ave & 35th St,15,15,In Service,41.830777,-87.632504,"(41.830777, -87.632504)",60609
592,Knox Ave & Montrose Ave,11,11,In Service,41.960631,-87.745359,"(41.960631, -87.745359)",60641
589,Milwaukee Ave & Cuyler Ave,11,11,In Service,41.954468,-87.749594,"(41.954468, -87.749594)",60641
619,Keystone Ave & Fullerton Ave,11,11,In Service,41.92459,-87.72785,"(41.92459, -87.72785)",60639
526,Oakley Ave & Touhy Ave,11,11,In Service,42.012342,-87.688243,"(42.012342, -87.688243)",60645
569,Woodlawn Ave & 75th St,11,11,In Service,41.75916,-87.595751,"(41.75916, -87.595751)",60619
576,Greenwood Ave & 79th St,11,11,In Service,41.751294,-87.597552,"(41.751294, -87.597552)",60619
590,Kilbourn Ave & Irving Park Rd,11,11,In Service,41.953733,-87.740569,"(41.953733, -87.740569)",60641
524,Austin Blvd & Chicago Ave,7,7,In Service,41.894887,-87.774704,"(41.894887, -87.774704)",60651
514,Ridge Blvd & Howard St,11,11,In Service,42.019276,-87.68452,"(42.019276, -87.68452)",60202
579,Phillips Ave & 79th St,11,11,In Service,41.75182,-87.565211,"(41.75182, -87.565211)",60617
550,Central Ave & Chicago Ave,11,11,In Service,41.894958,-87.764902,"(41.894958, -87.764902)",60651
570,Evans Ave & 75th St,7,7,In Service,41.75849,-87.60641,"(41.75849, -87.60641)",60619
574,Vernon Ave & 79th St,11,11,In Service,41.75094,-87.61379,"(41.75094, -87.61379)",60619
573,State St & 79th St,11,11,In Service,41.750794,-87.624424,"(41.750794, -87.624424)",60619
531,Central Ave & Lake St,11,11,In Service,41.887664,-87.765469,"(41.887664, -87.765469)",60644
575,Cottage Grove Ave & 78th St,11,11,In Service,41.753174,-87.605026,"(41.753174, -87.605026)",60619
612,,,,,,,,
580,Exchange Ave & 79th St,11,11,In Service,41.751731,-87.552812,"(41.751731, -87.552812)",60649
585,Cottage Grove Ave & 83rd St,11,11,In Service,41.743441,-87.604836,"(41.743441, -87.604836)",60619
586,MLK Jr Dr & 83rd St,11,11,In Service,41.743116,-87.6148,"(41.743116, -87.6148)",60619
557,Seeley Ave & Garfield Blvd,11,11,In Service,41.794087,-87.675478,"(41.794087, -87.675478)",60636
571,Vernon Ave & 75th St,11,11,In Service,41.758361,-87.614138,"(41.758361, -87.614138)",60619
562,Racine Ave & 61st St,11,11,In Service,41.783189,-87.654372,"(41.783189, -87.654372)",60636
583,Stony Island Ave & 82nd St,11,11,In Service,41.746559,-87.586005,"(41.746559, -87.586005)",60617
595,Wabash Ave & 87th St,11,11,In Service,41.73621877,-87.6226455,"(41.736218766793954, -87.62264549732208)",60619
584,Ellis Ave & 83rd St,11,11,In Service,41.744123,-87.599034,"(41.744123, -87.599034)",60619
593,Halsted St & 59th St,11,11,In Service,41.787539,-87.644874,"(41.787539, -87.644874)",60621
577,Stony Island Ave & South Chicago Ave,11,11,In Service,41.751173,-87.585337,"(41.751173, -87.585337)",60617
549,Marshfield Ave & 44th St,11,11,In Service,41.813996,-87.666589,"(41.813996, -87.666589)",60609
582,Phillips Ave & 83rd St,11,11,In Service,41.744531,-87.56506,"(41.744531, -87.56506)",60617
588,South Chicago Ave & 83rd St,11,11,In Service,41.743921,-87.575225,"(41.743921, -87.575225)",60617
567,May St & 69th St,11,11,In Service,41.768938,-87.652934,"(41.768938, -87.652934)",60621
578,Bennett Ave & 79th St,11,11,In Service,41.751785,-87.578496,"(41.751785, -87.578496)",60649
581,Commercial Ave & 83rd St,11,11,In Service,41.744615,-87.551208,"(41.744615, -87.551208)",60617
587,Wabash Ave & 83rd St,11,11,In Service,41.74384407,-87.62276888,"(41.74384407231491, -87.62276887893677)",60619
620,Orleans St & Chestnut St (NEXT Apts),15,15,In Service,41.898203,-87.637536,"(41.898203, -87.637536)",60610
591,Kilbourn Ave & Milwaukee Ave,15,15,In Service,41.94707089,-87.74000824,"(41.94707089418471, -87.74000823497772)",60641
